id,state,district,village,asset_type,asset_name,asset_holder_name,area_ha,ndvi,ndwi,confidence_score,gps_lat,gps_lon,status,last_survey_date,notes,Jal_Jeevan_Mission,MGNREGA,DAJGUA
133,Madhya Pradesh,Rewa,Saanvipur,community_tap,Saanvipur Community_Tap,Vaibhav Savant,3.63,0.311,0.28,0.93,25.412382,89.025257,good,2025-07-04,Jal Jeevan Mission asset verified under field survey,yes,no,no
134,Telangana,Khammam,Armaanpur,micro_reservoir,Armaanpur Micro_Reservoir,Kavya Raval,4.71,0.328,0.297,0.88,23.293902,80.414311,seasonal,2025-06-23,DAJGUA asset verified under field survey,no,no,yes
135,Madhya Pradesh,Rewa,Ishaanpur,pipeline,Ishaanpur Pipeline,Alisha Sampath,4.49,0.629,0.673,0.93,18.632695,78.066715,good,2025-08-24,Jal Jeevan Mission asset verified under field survey,yes,no,no
136,Tripura,Agartala,Akarshpur,check_dam,Akarshpur Check_Dam,Armaan Acharya,2.21,0.258,0.185,0.85,24.299109,93.71299,good,2025-03-11,MGNREGA asset verified under field survey,no,yes,no
137,Telangana,Karimnagar,Adirapur,pipeline,Adirapur Pipeline,Shray Brar,2.65,0.888,0.676,0.85,26.421835,76.282304,active,2025-09-15,Jal Jeevan Mission asset verified under field survey,yes,no,no
138,Telangana,Warangal,Samarpur,irrigation_channel,Samarpur Irrigation_Channel,Nirvaan Tailor,3.89,0.152,0.244,0.82,24.203578,84.222911,active,2025-01-03,DAJGUA asset verified under field survey,no,no,yes
139,Tripura,Belonia,Ivanapur,micro_reservoir,Ivanapur Micro_Reservoir,Mehul Rau,3.27,0.596,0.157,0.98,23.613956,79.114379,needs repair,2025-01-15,DAJGUA asset verified under field survey,no,no,yes
140,Madhya Pradesh,Rewa,Onkarpur,water_tank,Onkarpur Water_Tank,Vihaan Contractor,3.38,0.124,0.684,0.95,25.855427,91.189043,needs repair,2025-08-11,Jal Jeevan Mission asset verified under field survey,yes,no,no
141,Tripura,Dharmanagar,Piyapur,micro_reservoir,Piyapur Micro_Reservoir,Ivan Thakkar,2.4,0.114,0.372,0.92,18.39032,78.422063,seasonal,2025-06-10,DAJGUA asset verified under field survey,no,no,yes
142,Madhya Pradesh,Satna,Zeeshanpur,solar_pump,Zeeshanpur Solar_Pump,Amani Sama,4.7,0.699,0.212,0.97,25.319495,83.490014,active,2025-09-17,DAJGUA asset verified under field survey,no,no,yes
143,Tripura,Dharmanagar,Indrajitpur,water_tank,Indrajitpur Water_Tank,Eshani Dey,0.33,0.506,0.301,0.81,19.987892,83.36624,seasonal,2025-08-21,Jal Jeevan Mission asset verified under field survey,yes,no,no
144,Madhya Pradesh,Ujjain,Paripur,water_tank,Paripur Water_Tank,Riya Krishna,0.48,0.31,0.65,0.94,18.034434,88.996954,needs repair,2025-03-26,Jal Jeevan Mission asset verified under field survey,yes,no,no
145,Odisha,Balasore,Reyanshpur,check_dam,Reyanshpur Check_Dam,Yasmin Bobal,1.44,0.09,0.55,0.99,22.707042,76.318367,needs repair,2025-07-07,MGNREGA asset verified under field survey,no,yes,no
146,Odisha,Balasore,Seherpur,solar_pump,Seherpur Solar_Pump,Bhamini Bhattacharyya,2.43,0.639,0.104,0.83,18.324925,84.593213,seasonal,2025-02-23,DAJGUA asset verified under field survey,no,no,yes
147,Tripura,Kailashahar,Anahipur,micro_reservoir,Anahipur Micro_Reservoir,Rohan Sunder,1.11,0.076,0.314,0.94,24.225073,76.682627,active,2025-04-10,DAJGUA asset verified under field survey,no,no,yes
148,Tripura,Agartala,Krishpur,check_dam,Krishpur Check_Dam,Hunar Sarna,1.65,0.367,0.193,0.88,25.687842,80.455232,needs repair,2025-04-22,MGNREGA asset verified under field survey,no,yes,no
149,Tripura,Dharmanagar,Tarapur,plantation,Tarapur Plantation,Chirag Chanda,4.21,0.303,0.167,0.99,17.218223,92.565374,active,2025-04-10,MGNREGA asset verified under field survey,no,yes,no
150,Telangana,Nizamabad,Lakshaypur,pipeline,Lakshaypur Pipeline,Renee Goel,2.51,0.198,0.093,0.86,17.685134,81.310199,good,2025-04-06,Jal Jeevan Mission asset verified under field survey,yes,no,no
151,Madhya Pradesh,Indore,Ranbirpur,pipeline,Ranbirpur Pipeline,Seher Dutt,1.32,0.87,0.041,0.87,25.688867,92.666406,seasonal,2025-01-28,Jal Jeevan Mission asset verified under field survey,yes,no,no
152,Telangana,Khammam,Amanipur,plantation,Amanipur Plantation,Tarini Sem,1.58,0.827,0.014,0.88,20.890717,86.175066,good,2025-05-19,MGNREGA asset verified under field survey,no,yes,no
153,Odisha,Puri,Shayakpur,irrigation_channel,Shayakpur Irrigation_Channel,Jivika Bera,4.58,0.653,0.482,0.81,26.645351,80.273717,active,2025-07-26,DAJGUA asset verified under field survey,no,no,yes
154,Madhya Pradesh,Rewa,Dhanushpur,farm_pond,Dhanushpur Farm_Pond,Jiya Bera,2.88,0.591,0.679,0.94,26.350897,85.249468,needs repair,2025-01-03,MGNREGA asset verified under field survey,no,yes,no
155,Odisha,Sambalpur,Inaaya pur,solar_pump,Inaaya pur Solar_Pump,Damini Virk,4.94,0.232,0.647,0.96,25.106711,90.492458,seasonal,2025-08-25,DAJGUA asset verified under field survey,no,no,yes
156,Tripura,Kailashahar,Anikapur,irrigation_channel,Anikapur Irrigation_Channel,Anahi Sen,2.52,0.817,0.493,0.96,17.939759,76.464388,needs repair,2025-04-19,DAJGUA asset verified under field survey,no,no,yes
157,Tripura,Belonia,Evapur,farm_pond,Evapur Farm_Pond,Vaibhav Kakar,1.9,0.41,0.062,0.96,20.979745,86.711231,good,2025-04-14,MGNREGA asset verified under field survey,no,yes,no
158,Odisha,Bhubaneswar,Kashvipur,farm_pond,Kashvipur Farm_Pond,Umang Chaudry,3.65,0.634,0.665,0.96,22.138222,91.699942,needs repair,2025-03-31,MGNREGA asset verified under field survey,no,yes,no
159,Madhya Pradesh,Satna,Faiyazpur,solar_pump,Faiyazpur Solar_Pump,Kartik Srivastava,2.83,0.473,0.066,0.92,24.674746,77.740513,good,2025-07-21,DAJGUA asset verified under field survey,no,no,yes
160,Tripura,Udaipur,Hrishitapur,farm_pond,Hrishitapur Farm_Pond,Miraya Ramaswamy,3.91,0.351,0.505,0.81,21.940977,90.167394,needs repair,2025-07-18,MGNREGA asset verified under field survey,no,yes,no
161,Odisha,Puri,Aradhyapur,micro_reservoir,Aradhyapur Micro_Reservoir,Ahana  Tella,3.08,0.079,0.654,0.84,22.11389,91.753595,seasonal,2025-09-10,DAJGUA asset verified under field survey,no,no,yes
162,Madhya Pradesh,Gwalior,Sahilpur,plantation,Sahilpur Plantation,Diya Bala,0.97,0.883,0.176,0.92,24.52284,79.101074,good,2025-08-04,MGNREGA asset verified under field survey,no,yes,no
163,Madhya Pradesh,Gwalior,Reneepur,farm_pond,Reneepur Farm_Pond,Dharmajan Upadhyay,0.31,0.137,0.572,0.81,26.735334,83.452154,active,2025-06-23,MGNREGA asset verified under field survey,no,yes,no
164,Odisha,Cuttack,Hazelpur,community_tap,Hazelpur Community_Tap,Keya Chander,3.88,0.156,0.035,0.9,20.358585,88.979581,good,2025-08-21,Jal Jeevan Mission asset verified under field survey,yes,no,no
165,Madhya Pradesh,Gwalior,Umangpur,check_dam,Umangpur Check_Dam,Tushar Kant,0.82,0.259,0.345,0.95,25.149135,85.17131,active,2025-04-03,MGNREGA asset verified under field survey,no,yes,no
166,Madhya Pradesh,Ujjain,Eshanipur,water_tank,Eshanipur Water_Tank,Baiju Kulkarni,3.52,0.343,0.221,0.93,17.265141,88.817289,good,2025-04-04,Jal Jeevan Mission asset verified under field survey,yes,no,no
167,Odisha,Balasore,Mirayapur,community_tap,Mirayapur Community_Tap,Dhruv Soman,3.84,0.418,0.308,0.91,18.518227,86.908547,needs repair,2025-07-08,Jal Jeevan Mission asset verified under field survey,yes,no,no
168,Odisha,Puri,Alishapur,solar_pump,Alishapur Solar_Pump,Aarna Gill,4.03,0.172,0.607,0.83,21.927018,93.844751,needs repair,2025-05-16,DAJGUA asset verified under field survey,no,no,yes
169,Telangana,Hyderabad,Indranilpur,micro_reservoir,Indranilpur Micro_Reservoir,Kashvi Mani,0.68,0.791,0.248,0.9,17.428506,77.135323,active,2025-01-22,DAJGUA asset verified under field survey,no,no,yes
170,Odisha,Puri,Nishithpur,check_dam,Nishithpur Check_Dam,Taran Madan,3.77,0.757,0.03,0.86,23.352264,88.295031,needs repair,2025-09-06,MGNREGA asset verified under field survey,no,yes,no
171,Telangana,Warangal,Farhanpur,farm_pond,Farhanpur Farm_Pond,Faiyaz Bobal,2.88,0.783,0.493,0.8,20.021829,79.169807,active,2025-04-07,MGNREGA asset verified under field survey,no,yes,no
172,Tripura,Dharmanagar,Jhanvipur,check_dam,Jhanvipur Check_Dam,Aradhya Bava,0.96,0.885,0.291,0.9,23.790684,88.487577,good,2025-08-06,MGNREGA asset verified under field survey,no,yes,no
173,Madhya Pradesh,Gwalior,Kavyapur,micro_reservoir,Kavyapur Micro_Reservoir,Romil Bava,0.88,0.185,0.561,0.92,19.791121,83.549856,active,2025-08-30,DAJGUA asset verified under field survey,no,no,yes
174,Odisha,Cuttack,Ryanpur,plantation,Ryanpur Plantation,Dishani Bala,4.49,0.384,0.508,0.93,26.592547,78.914779,active,2025-01-25,MGNREGA asset verified under field survey,no,yes,no
175,Telangana,Hyderabad,Drishyapur,check_dam,Drishyapur Check_Dam,Tarini Rout,4.15,0.401,0.07,0.84,22.694352,83.034066,needs repair,2025-05-27,MGNREGA asset verified under field survey,no,yes,no
176,Madhya Pradesh,Gwalior,Raghavpur,community_tap,Raghavpur Community_Tap,Saanvi Sampath,4.11,0.531,0.252,0.94,22.397238,75.671705,needs repair,2025-07-29,Jal Jeevan Mission asset verified under field survey,yes,no,no
177,Madhya Pradesh,Rewa,Sarapur,plantation,Sarapur Plantation,Bhamini Saini,0.93,0.554,0.604,0.9,23.800791,80.997479,needs repair,2025-02-13,MGNREGA asset verified under field survey,no,yes,no
178,Odisha,Puri,Anvipur,pipeline,Anvipur Pipeline,Samar Rajagopal,4.09,0.11,0.205,0.92,20.842597,78.413996,good,2025-04-11,Jal Jeevan Mission asset verified under field survey,yes,no,no
179,Madhya Pradesh,Indore,Kanavpur,water_tank,Kanavpur Water_Tank,Bhavin Issac,2.11,0.666,0.066,0.83,23.116531,89.537214,active,2025-01-16,Jal Jeevan Mission asset verified under field survey,yes,no,no
180,Odisha,Sambalpur,Tusharpur,irrigation_channel,Tusharpur Irrigation_Channel,Nishith Dhawan,3.94,0.572,0.137,0.93,23.137761,77.730659,needs repair,2025-04-28,DAJGUA asset verified under field survey,no,no,yes
181,Tripura,Kailashahar,Hridaanpur,solar_pump,Hridaanpur Solar_Pump,Neysa Sehgal,4.83,0.686,0.435,0.92,25.65846,91.817495,needs repair,2025-08-09,DAJGUA asset verified under field survey,no,no,yes
182,Tripura,Kailashahar,Stuvanpur,pipeline,Stuvanpur Pipeline,Tanya Sood,3.42,0.409,0.477,0.96,21.222739,85.909785,active,2025-03-22,Jal Jeevan Mission asset verified under field survey,yes,no,no
183,Telangana,Hyderabad,Kartikpur,farm_pond,Kartikpur Farm_Pond,Faiyaz Suresh,4.88,0.777,0.692,0.86,21.815007,78.862637,good,2025-06-28,MGNREGA asset verified under field survey,no,yes,no
184,Odisha,Koraput,Yuvraj pur,irrigation_channel,Yuvraj pur Irrigation_Channel,Yasmin Sabharwal,1.03,0.745,0.018,0.87,24.02551,84.658599,good,2025-07-08,DAJGUA asset verified under field survey,no,no,yes
185,Tripura,Dharmanagar,Madhuppur,water_tank,Madhuppur Water_Tank,Nirvi Bajaj,1.17,0.336,0.089,0.97,18.863937,91.311422,seasonal,2025-08-27,Jal Jeevan Mission asset verified under field survey,yes,no,no
186,Tripura,Kailashahar,Vanyapur,check_dam,Vanyapur Check_Dam,Hazel Chatterjee,4.67,0.638,0.522,0.84,24.070388,90.241328,seasonal,2025-01-18,MGNREGA asset verified under field survey,no,yes,no
187,Madhya Pradesh,Jabalpur,Laganpur,community_tap,Laganpur Community_Tap,Shayak Saran,1.06,0.528,0.664,0.87,20.748954,77.240827,good,2025-06-24,Jal Jeevan Mission asset verified under field survey,yes,no,no
188,Tripura,Belonia,Ayeshapur,water_tank,Ayeshapur Water_Tank,Taran Brahmbhatt,4.11,0.191,0.062,0.86,22.975157,75.361643,active,2025-08-23,Jal Jeevan Mission asset verified under field survey,yes,no,no
189,Madhya Pradesh,Satna,Himmatpur,pipeline,Himmatpur Pipeline,Tanya Kothari,2.76,0.204,0.318,0.85,25.002028,78.812632,seasonal,2025-01-21,Jal Jeevan Mission asset verified under field survey,yes,no,no
190,Telangana,Karimnagar,Tiyapur,micro_reservoir,Tiyapur Micro_Reservoir,Hazel Chhabra,2.97,0.438,0.043,0.89,21.389542,86.796921,active,2025-02-24,DAJGUA asset verified under field survey,no,no,yes
191,Madhya Pradesh,Rewa,Mishtipur,plantation,Mishtipur Plantation,Diya Bhakta,1.61,0.07,0.091,0.84,19.754188,91.540267,needs repair,2025-03-05,MGNREGA asset verified under field survey,no,yes,no
192,Telangana,Nizamabad,Divyanshpur,pipeline,Divyanshpur Pipeline,Oorja Devan,2.62,0.303,0.089,0.98,20.016138,75.583844,seasonal,2025-05-14,Jal Jeevan Mission asset verified under field survey,yes,no,no
193,Tripura,Belonia,Divijpur,check_dam,Divijpur Check_Dam,Vardaniya Deep,0.85,0.359,0.199,0.84,26.007072,75.522914,active,2025-06-04,MGNREGA asset verified under field survey,no,yes,no
194,Tripura,Belonia,Shamikpur,pipeline,Shamikpur Pipeline,Umang Aggarwal,4.06,0.212,0.463,0.97,25.295555,76.283205,seasonal,2025-05-06,Jal Jeevan Mission asset verified under field survey,yes,no,no
195,Odisha,Cuttack,Riaanpur,plantation,Riaanpur Plantation,Gokul Ray,2.58,0.437,0.107,0.9,25.235793,85.294798,needs repair,2025-04-23,MGNREGA asset verified under field survey,no,yes,no
196,Odisha,Cuttack,Suhanapur,pipeline,Suhanapur Pipeline,Alisha Chawla,4.75,0.288,0.606,0.88,21.479963,82.175601,active,2025-04-09,Jal Jeevan Mission asset verified under field survey,yes,no,no
197,Madhya Pradesh,Bhopal,Zainapur,micro_reservoir,Zainapur Micro_Reservoir,Reyansh Thaman,1.8,0.7,0.343,0.85,19.80597,79.767011,good,2025-01-05,DAJGUA asset verified under field survey,no,no,yes
198,Tripura,Dharmanagar,Anayapur,farm_pond,Anayapur Farm_Pond,Vidur Bahl,0.53,0.569,0.336,0.94,26.780286,78.240874,needs repair,2025-05-21,MGNREGA asset verified under field survey,no,yes,no
199,Tripura,Udaipur,Dharmajanpur,farm_pond,Dharmajanpur Farm_Pond,Ayesha Bhalla,4.0,0.332,0.001,0.82,21.53423,78.769978,needs repair,2025-03-01,MGNREGA asset verified under field survey,no,yes,no
200,Tripura,Kailashahar,Ahana pur,community_tap,Ahana pur Community_Tap,Aaryahi Rajagopal,1.61,0.48,0.64,0.89,24.752304,80.327191,good,2025-09-05,Jal Jeevan Mission asset verified under field survey,yes,no,no
201,Madhya Pradesh,Satna,Purabpur,plantation,Purabpur Plantation,Sahil Bora,3.03,0.159,0.267,0.91,17.447889,85.581014,active,2025-09-13,MGNREGA asset verified under field survey,no,yes,no
202,Madhya Pradesh,Satna,Advikapur,check_dam,Advikapur Check_Dam,Taimur Comar,4.63,0.704,0.601,0.81,21.571843,83.734387,seasonal,2025-09-12,MGNREGA asset verified under field survey,no,yes,no
203,Odisha,Cuttack,Myrapur,farm_pond,Myrapur Farm_Pond,Amira Dhillon,2.42,0.215,0.064,0.93,17.923779,93.768785,seasonal,2025-08-22,MGNREGA asset verified under field survey,no,yes,no
204,Odisha,Koraput,Indranspur,plantation,Indranspur Plantation,Akarsh Sur,3.46,0.653,0.204,0.83,24.309148,90.783855,needs repair,2025-07-01,MGNREGA asset verified under field survey,no,yes,no
205,Tripura,Dharmanagar,Chiragpur,solar_pump,Chiragpur Solar_Pump,Tara Borra,3.76,0.364,0.39,0.95,25.68441,81.904365,good,2025-08-31,DAJGUA asset verified under field survey,no,no,yes
206,Madhya Pradesh,Satna,Neelofarpur,farm_pond,Neelofarpur Farm_Pond,Divyansh Tata,3.61,0.399,0.644,0.87,23.871099,85.035231,seasonal,2025-01-04,MGNREGA asset verified under field survey,no,yes,no
207,Tripura,Agartala,Samarthpur,farm_pond,Samarthpur Farm_Pond,Jiya Rajagopalan,1.4,0.696,0.08,0.96,17.580149,79.75939,needs repair,2025-03-15,MGNREGA asset verified under field survey,no,yes,no
208,Odisha,Balasore,Lavanyapur,water_tank,Lavanyapur Water_Tank,Anay Singh,3.21,0.635,0.328,0.96,23.423657,93.232043,active,2025-08-01,Jal Jeevan Mission asset verified under field survey,yes,no,no
209,Odisha,Sambalpur,Kabirpur,micro_reservoir,Kabirpur Micro_Reservoir,Krish Dhingra,2.85,0.57,0.415,0.83,25.62865,90.473636,active,2025-03-31,DAJGUA asset verified under field survey,no,no,yes
210,Tripura,Belonia,Vivaanpur,water_tank,Vivaanpur Water_Tank,Anika Banik,1.03,0.052,0.1,0.87,22.036242,81.35019,active,2025-05-18,Jal Jeevan Mission asset verified under field survey,yes,no,no
211,Madhya Pradesh,Bhopal,Taimurpur,pipeline,Taimurpur Pipeline,Mehul Buch,1.16,0.204,0.44,0.97,19.559272,81.929955,seasonal,2025-07-26,Jal Jeevan Mission asset verified under field survey,yes,no,no
212,Tripura,Belonia,Nirvipur,check_dam,Nirvipur Check_Dam,Neelofar Ganesh,1.17,0.368,0.327,0.85,23.718932,78.812982,needs repair,2025-03-20,MGNREGA asset verified under field survey,no,yes,no
213,Madhya Pradesh,Ujjain,Emirpur,water_tank,Emirpur Water_Tank,Biju Kakar,3.1,0.534,0.16,0.87,24.370115,75.33099,good,2025-06-25,Jal Jeevan Mission asset verified under field survey,yes,no,no
214,Odisha,Cuttack,Baijupur,community_tap,Baijupur Community_Tap,Keya Walia,2.85,0.627,0.425,0.87,25.92512,79.78807,needs repair,2025-09-16,Jal Jeevan Mission asset verified under field survey,yes,no,no
215,Odisha,Sambalpur,Lakshitpur,plantation,Lakshitpur Plantation,Tarini Sarna,3.79,0.743,0.473,0.86,17.679849,78.573252,active,2025-06-23,MGNREGA asset verified under field survey,no,yes,no
216,Telangana,Warangal,Devanshpur,farm_pond,Devanshpur Farm_Pond,Ayesha Kapur,2.59,0.061,0.308,0.93,20.227937,77.814066,needs repair,2025-06-24,MGNREGA asset verified under field survey,no,yes,no
217,Madhya Pradesh,Bhopal,Irapur,check_dam,Irapur Check_Dam,Drishya Kala,3.47,0.423,0.426,0.93,17.153253,85.32661,needs repair,2025-02-19,MGNREGA asset verified under field survey,no,yes,no
218,Telangana,Nizamabad,Miraanpur,water_tank,Miraanpur Water_Tank,Yuvaan Gade,2.26,0.314,0.348,0.91,25.033833,79.728232,seasonal,2025-05-25,Jal Jeevan Mission asset verified under field survey,yes,no,no
219,Odisha,Koraput,Vritikapur,check_dam,Vritikapur Check_Dam,Rohan Date,3.47,0.742,0.117,0.97,21.49194,79.068205,good,2025-05-23,MGNREGA asset verified under field survey,no,yes,no
220,Madhya Pradesh,Ujjain,Heerpur,community_tap,Heerpur Community_Tap,Myra Goswami,2.33,0.123,0.495,0.86,23.894991,78.374563,needs repair,2025-04-15,Jal Jeevan Mission asset verified under field survey,yes,no,no
221,Telangana,Hyderabad,Sumerpur,solar_pump,Sumerpur Solar_Pump,Elakshi Vig,2.72,0.367,0.561,0.88,20.26721,84.435193,needs repair,2025-03-29,DAJGUA asset verified under field survey,no,no,yes
222,Tripura,Udaipur,Mohanlalpur,micro_reservoir,Mohanlalpur Micro_Reservoir,Saira Kulkarni,4.68,0.463,0.117,0.91,17.108588,76.252676,seasonal,2025-07-05,DAJGUA asset verified under field survey,no,no,yes
223,Odisha,Sambalpur,Arhaanpur,water_tank,Arhaanpur Water_Tank,Zaina Kurian,3.01,0.663,0.527,0.97,24.82142,84.797787,seasonal,2025-08-29,Jal Jeevan Mission asset verified under field survey,yes,no,no
224,Odisha,Cuttack,Ishitapur,micro_reservoir,Ishitapur Micro_Reservoir,Samaira Khalsa,1.17,0.343,0.689,0.96,17.135612,80.888586,active,2025-08-06,DAJGUA asset verified under field survey,no,no,yes
225,Odisha,Puri,Nirvaanpur,water_tank,Nirvaanpur Water_Tank,Manikya Doshi,1.52,0.84,0.239,0.9,21.069173,86.888545,needs repair,2025-05-04,Jal Jeevan Mission asset verified under field survey,yes,no,no
226,Odisha,Bhubaneswar,Romilpur,pipeline,Romilpur Pipeline,Arhaan Hora,3.41,0.507,0.647,0.97,23.136825,88.930793,good,2025-04-11,Jal Jeevan Mission asset verified under field survey,yes,no,no
227,Telangana,Warangal,Bhaminipur,water_tank,Bhaminipur Water_Tank,Azad Iyengar,4.58,0.335,0.674,0.93,22.041804,86.013099,needs repair,2025-07-14,Jal Jeevan Mission asset verified under field survey,yes,no,no
228,Madhya Pradesh,Gwalior,Hiranpur,irrigation_channel,Hiranpur Irrigation_Channel,Jhanvi Yohannan,3.25,0.077,0.12,0.84,20.526563,84.940592,active,2025-08-11,DAJGUA asset verified under field survey,no,no,yes
229,Odisha,Bhubaneswar,Manikyapur,community_tap,Manikyapur Community_Tap,Dhanush Deol,3.93,0.345,0.013,0.9,17.246527,78.906367,good,2025-06-15,Jal Jeevan Mission asset verified under field survey,yes,no,no
230,Telangana,Khammam,Bhavinpur,farm_pond,Bhavinpur Farm_Pond,Ritvik Solanki,4.31,0.542,0.28,0.89,19.937716,88.908758,good,2025-05-28,MGNREGA asset verified under field survey,no,yes,no
231,Tripura,Kailashahar,Vihaanpur,solar_pump,Vihaanpur Solar_Pump,Zain Rege,0.55,0.876,0.574,0.9,17.789076,92.678913,active,2025-03-02,DAJGUA asset verified under field survey,no,no,yes
232,Madhya Pradesh,Ujjain,Oorjapur,micro_reservoir,Oorjapur Micro_Reservoir,Ritvik Kohli,3.99,0.562,0.089,0.99,21.581944,85.754329,needs repair,2025-07-20,DAJGUA asset verified under field survey,no,no,yes
233,Telangana,Hyderabad,Azadpur,plantation,Azadpur Plantation,Inaaya  Saha,1.1,0.654,0.053,0.91,17.981602,90.772485,needs repair,2025-05-12,MGNREGA asset verified under field survey,no,yes,no
234,Odisha,Puri,Ehsaanpur,irrigation_channel,Ehsaanpur Irrigation_Channel,Darshit Devan,2.73,0.258,0.539,0.88,25.301577,91.224526,seasonal,2025-03-20,DAJGUA asset verified under field survey,no,no,yes
235,Madhya Pradesh,Rewa,Charvipur,check_dam,Charvipur Check_Dam,Aaina Jain,4.64,0.833,0.028,0.88,25.039469,76.618483,good,2025-06-05,MGNREGA asset verified under field survey,no,yes,no
236,Odisha,Puri,Diyapur,community_tap,Diyapur Community_Tap,Hunar Koshy,3.11,0.85,0.583,0.94,25.279103,78.02025,good,2025-07-01,Jal Jeevan Mission asset verified under field survey,yes,no,no
